0.14327824,0.058207966
-0.27257594,0.049398847
0.057458676,0.14367405
-0.10490855,0.006087522
-0.16651572,-0.18107404
-1.2323743,1.4087512
0.57624257,-0.48775494
-0.14850637,0.06800185
-0.1549386,0.018556865
0.015491552,-0.0903523
-0.07489738,0.043556135
-0.10673494,0.38694787
0.15595545,0.04411973
-0.056965727,-0.15098724
-0.19497253,0.19422072
0.30891362,-0.16538802
0.56405306,-0.6022629
0.11688692,0.17375274
-0.13332081,0.08293877
0.70225525,-0.7221832
0.08216304,-0.044788577
0.10348048,-0.036027234
0.1051317,0.022231085
-1.6996913,1.4339662
-0.1798985,-0.14031045
-0.10599839,0.043194484
0.63547045,-0.6625075
-0.017458254,0.038825024
-0.051464163,0.19447216
-0.10525892,0.0400012
